MSISDN;USAGE_EVENT_DATE_TIME;USAGE_EVENT_CITY_ID;USAGE_EVENT_TYPE_ID;USAGE_EVENT_TRACKING_QUANTITY;USAGE_EVENT_TRACKING_UNIT;USAGE_EVENT_BILLING_QUANTITY;USAGE_EVENT_BILLING_UNIT;USAGE_EVENT_REVENUE
+27756849299;16 07 2025 15:45;4;8;154;seconds;154;seconds;29,26
+27776745900;15 07 2025 22:22;19;8;122;seconds;122;seconds;23,18
+27706833765;18 07 2025 13:02;25;4;172;seconds;3;minutes;2,52
+27775448067;16 07 2025 03:52;33;6;12;SMSs;12;SMSs;6,48
+27702088773;15 07 2025 13:03;10;1;74;MBs;74;MBs;8,88
+27769640012;19 07 2025 02:52;3;1;188;MBs;188;MBs;26,32
+27775957924;18 07 2025 07:12;10;8;285;seconds;285;seconds;57
+27712305098;18 07 2025 04:26;5;3;176;seconds;3;minutes;2,07
+27791549028;16 07 2025 13:52;11;5;20;seconds;20;seconds;0,8
+27750711986;16 07 2025 17:55;11;1;99;MBs;99;MBs;13,86
+27758098548;16 07 2025 03:51;27;4;151;seconds;3;minutes;1,62
+27702983213;18 07 2025 18:45;8;5;259;seconds;259;seconds;12,95
+27761164231;19 07 2025 18:38;23;8;110;seconds;110;seconds;18,7
+27759967153;19 07 2025 13:38;10;5;50;seconds;50;seconds;3
+27724493478;15 07 2025 17:54;11;2;179;MBs;179;MBs;44,75
+27750818959;19 07 2025 08:24;31;6;69;SMSs;69;SMSs;37,26
+27705989494;19 07 2025 00:14;14;1;97;MBs;97;MBs;19,4
+27754907568;19 07 2025 22:24;17;1;288;MBs;288;MBs;40,32
+27746545449;16 07 2025 05:52;14;8;246;seconds;246;seconds;27,06
+27719118275;16 07 2025 13:33;8;1;150;MBs;150;MBs;24
+27744036820;18 07 2025 03:23;22;2;95;MBs;95;MBs;23,75
+27738718563;15 07 2025 23:23;33;5;281;seconds;281;seconds;11,24
+27782940238;19 07 2025 13:58;16;1;218;MBs;218;MBs;23,98
+27725463719;15 07 2025 08:09;19;1;168;MBs;168;MBs;30,24
+27799698904;16 07 2025 13:57;14;1;47;MBs;47;MBs;5,17
+27795246915;18 07 2025 21:08;14;8;277;seconds;277;seconds;44,32
+27798290960;16 07 2025 23:16;11;5;252;seconds;252;seconds;7,56
+27799933613;17 07 2025 08:05;8;5;245;seconds;245;seconds;4,9
+27778478997;16 07 2025 23:19;10;1;183;MBs;183;MBs;32,94
+27777008770;17 07 2025 09:57;15;4;245;seconds;5;minutes;2,8
+27718983643;14 07 2025 18:22;13;5;49;seconds;49;seconds;1,47
+27753154430;16 07 2025 22:50;30;8;210;seconds;210;seconds;29,4
+27757311186;19 07 2025 18:56;33;3;195;seconds;4;minutes;2,8
+27720593040;15 07 2025 20:25;30;5;272;seconds;272;seconds;10,88
+27738031248;14 07 2025 13:36;27;5;9;seconds;9;seconds;0,36
+27759434978;16 07 2025 11:12;12;5;26;seconds;26;seconds;0,78
+27767768686;15 07 2025 02:24;8;5;10;seconds;10;seconds;0,3
+27769640012;16 07 2025 00:47;2;5;151;seconds;151;seconds;4,53
+27792936129;17 07 2025 22:51;20;1;193;MBs;193;MBs;38,6
+27734401930;19 07 2025 22:11;11;5;59;seconds;59;seconds;1,77
+27792936129;15 07 2025 10:16;9;5;12;seconds;12;seconds;0,48
+27795246915;14 07 2025 22:25;14;5;283;seconds;283;seconds;14,15
+27744036820;15 07 2025 17:48;28;8;6;seconds;6;seconds;1,14
+27758622777;18 07 2025 23:52;18;1;267;MBs;267;MBs;45,39
+27712385865;19 07 2025 17:48;14;4;162;seconds;3;minutes;2,22
+27704131178;18 07 2025 13:29;31;1;291;MBs;291;MBs;32,01
+27796967165;19 07 2025 23:39;5;5;64;seconds;64;seconds;3,84
+27702796440;17 07 2025 07:36;19;4;171;seconds;3;minutes;2,85
+27783253285;17 07 2025 04:46;14;8;245;seconds;245;seconds;26,95
+27707033903;14 07 2025 10:16;10;5;167;seconds;167;seconds;5,01
+27746332321;17 07 2025 08:21;8;5;26;seconds;26;seconds;1,3
+27771918275;18 07 2025 03:12;19;1;201;MBs;201;MBs;24,12
+27761477359;16 07 2025 14:05;11;1;193;MBs;193;MBs;19,3
+27740715738;17 07 2025 18:37;11;8;78;seconds;78;seconds;13,26
+27734011187;15 07 2025 05:07;20;8;158;seconds;158;seconds;30,02
+27753079529;15 07 2025 10:25;21;5;168;seconds;168;seconds;3,36
+27745481138;14 07 2025 20:26;25;8;26;seconds;26;seconds;2,6
+27758159426;19 07 2025 01:46;18;8;228;seconds;228;seconds;31,92
+27749895634;19 07 2025 05:57;11;8;103;seconds;103;seconds;14,42
+27715586306;15 07 2025 09:58;33;1;140;MBs;140;MBs;26,6
+27795728959;16 07 2025 06:44;15;8;207;seconds;207;seconds;22,77
+27776874455;16 07 2025 02:40;17;3;70;seconds;2;minutes;2,74
+27790900159;14 07 2025 02:14;10;1;235;MBs;235;MBs;39,95
+27789209708;14 07 2025 09:08;17;5;75;seconds;75;seconds;3
+27753445274;17 07 2025 06:45;10;1;6;MBs;6;MBs;1,2
+27728547628;16 07 2025 15:35;16;5;203;seconds;203;seconds;10,15
+27754907568;15 07 2025 17:00;17;5;59;seconds;59;seconds;2,95
+27747009358;18 07 2025 02:25;33;8;223;seconds;223;seconds;22,3
+27720125760;19 07 2025 10:15;11;1;243;MBs;243;MBs;29,16
+27724493478;14 07 2025 00:21;11;1;113;MBs;113;MBs;19,21
+27709138730;15 07 2025 11:48;11;1;209;MBs;209;MBs;20,9
+27715983327;15 07 2025 20:51;11;1;168;MBs;168;MBs;23,52
+27727400477;19 07 2025 18:57;14;8;13;seconds;13;seconds;1,95
+27704465602;14 07 2025 01:38;15;5;70;seconds;70;seconds;3,5
+27768138021;14 07 2025 05:31;11;8;7;seconds;7;seconds;0,91
+27729820192;16 07 2025 22:31;19;5;63;seconds;63;seconds;1,26
+27708030287;18 07 2025 06:51;19;5;279;seconds;279;seconds;13,95
+27768158896;16 07 2025 14:11;33;5;279;seconds;279;seconds;5,58
+27759568476;19 07 2025 14:15;17;7;242;seconds;5;minutes;5,25
+27711810165;19 07 2025 07:27;11;1;287;MBs;287;MBs;51,66
+27756849299;16 07 2025 04:40;28;5;195;seconds;195;seconds;3,9
+27767973262;14 07 2025 14:37;10;8;95;seconds;95;seconds;10,45
+27706327368;16 07 2025 16:24;12;8;247;seconds;247;seconds;29,64
+27714247268;15 07 2025 10:39;34;8;228;seconds;228;seconds;38,76
+27775593486;17 07 2025 12:16;18;5;264;seconds;264;seconds;10,56
+27767973262;19 07 2025 19:36;10;5;161;seconds;161;seconds;9,66
+27746721111;16 07 2025 16:13;16;5;108;seconds;108;seconds;2,16
+27700498064;15 07 2025 04:11;35;1;262;MBs;262;MBs;31,44
+27761935085;16 07 2025 20:00;11;5;90;seconds;90;seconds;3,6
+27702796440;14 07 2025 00:44;22;7;254;seconds;5;minutes;3,8
+27775448067;14 07 2025 16:52;33;8;160;seconds;160;seconds;24
+27732301840;17 07 2025 11:06;18;1;274;MBs;274;MBs;41,1
+27782940238;15 07 2025 07:05;9;5;111;seconds;111;seconds;6,66
+27734810654;17 07 2025 05:08;11;5;132;seconds;132;seconds;5,28
+27758744842;14 07 2025 00:15;33;5;120;seconds;120;seconds;2,4
+27703678152;19 07 2025 08:41;27;5;93;seconds;93;seconds;5,58
+27723131974;14 07 2025 16:50;15;8;225;seconds;225;seconds;36
+27740348711;17 07 2025 01:03;19;5;38;seconds;38;seconds;1,14
+27715586306;19 07 2025 20:14;10;5;71;seconds;71;seconds;2,13
+27796004479;18 07 2025 03:39;26;1;26;MBs;26;MBs;2,34
+27763355406;19 07 2025 02:35;2;5;50;seconds;50;seconds;1,5
+27795199855;19 07 2025 14:16;19;5;203;seconds;203;seconds;10,15
+27729820192;14 07 2025 18:36;22;4;260;seconds;5;minutes;3,45
+27799933613;14 07 2025 02:54;8;5;133;seconds;133;seconds;3,99
+27735515302;19 07 2025 12:34;30;1;189;MBs;189;MBs;30,24
+27719015850;17 07 2025 19:34;10;5;293;seconds;293;seconds;11,72
+27771192228;18 07 2025 05:27;33;1;53;MBs;53;MBs;7,95
+27747753873;18 07 2025 03:38;11;1;28;MBs;28;MBs;5,04
+27724493478;14 07 2025 03:20;11;1;199;MBs;199;MBs;25,87
+27712113164;15 07 2025 22:44;10;1;89;MBs;89;MBs;8,9
+27714185136;15 07 2025 01:46;35;2;31;MBs;31;MBs;11,47
+27788255410;17 07 2025 18:12;23;1;175;MBs;175;MBs;17,5
+27771918275;16 07 2025 01:15;19;1;101;MBs;101;MBs;10,1
+27791653270;14 07 2025 09:50;27;8;29;seconds;29;seconds;4,06
+27786740905;19 07 2025 13:27;33;8;147;seconds;147;seconds;14,7
+27700498064;17 07 2025 13:23;33;8;52;seconds;52;seconds;6,76
+27754088048;18 07 2025 02:15;26;5;87;seconds;87;seconds;2,61
+27739579306;15 07 2025 14:00;8;8;68;seconds;68;seconds;11,56
+27767768686;17 07 2025 18:13;8;2;168;MBs;168;MBs;35,28
+27702126483;18 07 2025 16:20;33;1;143;MBs;143;MBs;24,31
+27777782468;17 07 2025 12:21;8;4;282;seconds;5;minutes;3,7
+27790022877;19 07 2025 18:34;17;1;2;MBs;2;MBs;0,36
+27746332321;17 07 2025 15:08;10;1;212;MBs;212;MBs;31,8
+27734401930;15 07 2025 09:18;11;8;190;seconds;190;seconds;30,4
+27731726871;18 07 2025 07:45;33;1;92;MBs;92;MBs;10,12
+27786671547;16 07 2025 15:23;35;8;270;seconds;270;seconds;51,3
+27763355406;14 07 2025 03:51;3;1;185;MBs;185;MBs;18,5
+27768158896;19 07 2025 10:24;33;1;291;MBs;291;MBs;34,92
+27766307074;17 07 2025 11:55;33;6;4;SMSs;4;SMSs;2,68
+27779152086;15 07 2025 18:52;8;7;229;seconds;4;minutes;4,8
+27709367729;18 07 2025 07:03;8;5;91;seconds;91;seconds;5,46
+27777008770;18 07 2025 04:30;10;1;123;MBs;123;MBs;23,37
+27795728959;17 07 2025 16:47;11;1;189;MBs;189;MBs;20,79
+27729733969;14 07 2025 04:50;11;1;95;MBs;95;MBs;15,2
+27735045002;14 07 2025 16:19;18;4;187;seconds;4;minutes;2,44
+27786671547;19 07 2025 15:16;33;1;236;MBs;236;MBs;37,76
+27754907568;19 07 2025 06:16;17;1;10;MBs;10;MBs;1,1
+27714247268;14 07 2025 20:23;34;8;202;seconds;202;seconds;30,3
+27747009358;19 07 2025 07:31;33;5;102;seconds;102;seconds;5,1
+27704131178;14 07 2025 06:17;33;5;141;seconds;141;seconds;5,64
+27703027009;19 07 2025 15:54;35;8;13;seconds;13;seconds;1,56
+27728019757;18 07 2025 08:26;10;8;132;seconds;132;seconds;26,4
+27710361466;19 07 2025 12:34;1;4;164;seconds;3;minutes;2,01
+27703320064;16 07 2025 00:00;3;1;299;MBs;299;MBs;26,91
+27796004479;18 07 2025 21:44;26;6;142;SMSs;142;SMSs;78,1
+27798290960;19 07 2025 01:47;14;1;138;MBs;138;MBs;11,04
+27729603611;19 07 2025 04:19;35;4;136;seconds;3;minutes;2,88
+27789810620;16 07 2025 12:50;27;8;26;seconds;26;seconds;4,16
+27705781665;17 07 2025 11:35;33;5;56;seconds;56;seconds;1,68
+27739590700;16 07 2025 15:25;10;8;128;seconds;128;seconds;15,36
+27709188166;16 07 2025 04:55;1;2;264;MBs;264;MBs;71,28
+27756849299;17 07 2025 11:47;4;4;99;seconds;2;minutes;1,68
+27732577687;14 07 2025 07:01;25;1;98;MBs;98;MBs;13,72
+27709138730;15 07 2025 05:19;27;1;139;MBs;139;MBs;25,02
+27735515302;14 07 2025 11:55;26;5;246;seconds;246;seconds;12,3
+27771440865;17 07 2025 02:23;10;5;46;seconds;46;seconds;2,3
+27761164231;17 07 2025 23:21;12;4;24;seconds;1;minutes;0,7
+27775593486;18 07 2025 03:45;17;1;14;MBs;14;MBs;2,52
+27780056550;17 07 2025 06:56;10;3;43;seconds;1;minutes;0,93
+27748419705;19 07 2025 18:39;33;8;260;seconds;260;seconds;49,4
+27737391314;17 07 2025 22:33;11;8;221;seconds;221;seconds;28,73
+27702983213;19 07 2025 05:12;11;2;94;MBs;94;MBs;25,38
+27776010419;18 07 2025 02:17;12;8;113;seconds;113;seconds;20,34
+27743282991;15 07 2025 09:57;25;1;133;MBs;133;MBs;14,63
+27766354480;19 07 2025 06:26;12;5;14;seconds;14;seconds;0,28
+27771477596;17 07 2025 23:15;9;5;287;seconds;287;seconds;11,48
+27768741126;14 07 2025 20:57;11;8;123;seconds;123;seconds;18,45
+27799698904;15 07 2025 08:23;27;5;219;seconds;219;seconds;4,38
+27788451269;18 07 2025 10:18;10;1;158;MBs;158;MBs;17,38
+27748057905;19 07 2025 23:13;9;1;245;MBs;245;MBs;24,5
+27769640012;16 07 2025 09:55;2;5;262;seconds;262;seconds;7,86
+27761935085;19 07 2025 07:45;11;5;207;seconds;207;seconds;4,14
+27770953276;14 07 2025 11:03;18;1;298;MBs;298;MBs;41,72
+27780056550;14 07 2025 13:48;10;8;98;seconds;98;seconds;10,78
+27731726871;16 07 2025 14:32;33;8;186;seconds;186;seconds;35,34
+27756759873;16 07 2025 17:30;20;2;143;MBs;143;MBs;40,04
+27790681902;15 07 2025 10:14;6;5;268;seconds;268;seconds;5,36
+27789793342;19 07 2025 00:31;20;5;246;seconds;246;seconds;4,92
+27775025294;16 07 2025 06:33;22;6;149;SMSs;149;SMSs;87,91
+27740348711;18 07 2025 14:11;19;1;151;MBs;151;MBs;30,2
+27795885602;17 07 2025 09:53;31;5;24;seconds;24;seconds;0,96
+27725138892;18 07 2025 04:50;19;5;166;seconds;166;seconds;8,3
+27734580420;17 07 2025 14:36;31;8;234;seconds;234;seconds;28,08
+27741562035;14 07 2025 01:59;26;5;156;seconds;156;seconds;7,8
+27722747624;17 07 2025 12:37;10;1;266;MBs;266;MBs;50,54
+27751166645;15 07 2025 17:34;2;1;172;MBs;172;MBs;29,24
+27706327368;16 07 2025 07:27;14;8;251;seconds;251;seconds;40,16
+27709050860;19 07 2025 14:09;2;3;144;seconds;3;minutes;2,19
+27781102199;16 07 2025 14:14;11;5;250;seconds;250;seconds;12,5
+27753079529;17 07 2025 13:26;13;5;281;seconds;281;seconds;11,24
+27798844055;16 07 2025 05:35;10;5;88;seconds;88;seconds;3,52
+27781311807;16 07 2025 13:41;11;7;299;seconds;5;minutes;5,2
+27709138730;16 07 2025 07:49;33;4;291;seconds;5;minutes;3
+27757311186;14 07 2025 20:39;33;1;6;MBs;6;MBs;1,08
+27755709632;17 07 2025 06:50;17;5;300;seconds;300;seconds;6
+27748057905;16 07 2025 14:32;18;5;58;seconds;58;seconds;2,32
+27758622777;19 07 2025 14:16;17;5;4;seconds;4;seconds;0,2
+27729733969;15 07 2025 13:31;11;5;53;seconds;53;seconds;1,06
+27757073185;15 07 2025 01:10;12;5;248;seconds;248;seconds;14,88
+27740837531;14 07 2025 14:42;21;7;130;seconds;3;minutes;1,95
+27766307074;14 07 2025 18:01;33;6;37;SMSs;37;SMSs;22,2
+27702796440;14 07 2025 16:40;21;8;143;seconds;143;seconds;18,59
+27743417384;14 07 2025 14:03;33;4;38;seconds;1;minutes;0,72
+27783253285;16 07 2025 12:59;14;5;67;seconds;67;seconds;1,34
+27775640687;19 07 2025 17:14;1;5;118;seconds;118;seconds;3,54
+27767973262;16 07 2025 05:35;10;1;244;MBs;244;MBs;43,92
+27729675831;17 07 2025 07:45;18;5;188;seconds;188;seconds;9,4
+27740348711;18 07 2025 22:05;19;8;27;seconds;27;seconds;3,78
+27749758825;17 07 2025 15:09;11;5;58;seconds;58;seconds;2,9
+27719729993;19 07 2025 09:31;11;1;236;MBs;236;MBs;28,32
+27737391314;15 07 2025 02:23;30;5;240;seconds;240;seconds;7,2
+27770945460;14 07 2025 06:56;19;3;146;seconds;3;minutes;2,31
+27760905385;19 07 2025 17:48;19;1;250;MBs;250;MBs;32,5
+27749951541;16 07 2025 05:22;11;6;165;SMSs;165;SMSs;84,15
+27719118275;14 07 2025 16:05;8;1;184;MBs;184;MBs;27,6
+27744036820;15 07 2025 14:24;28;3;258;seconds;5;minutes;5,05
+27783253285;15 07 2025 13:19;14;5;205;seconds;205;seconds;6,15
+27779961344;15 07 2025 02:41;12;5;124;seconds;124;seconds;6,2
+27788451269;17 07 2025 18:10;10;5;284;seconds;284;seconds;5,68
+27722745553;14 07 2025 15:24;1;8;161;seconds;161;seconds;20,93
+27757073185;15 07 2025 04:03;8;6;36;SMSs;36;SMSs;24,48
+27700536653;19 07 2025 03:50;15;3;203;seconds;4;minutes;3,4
+27717893653;16 07 2025 09:01;15;7;185;seconds;4;minutes;3,36
+27765054595;14 07 2025 04:42;10;5;75;seconds;75;seconds;2,25
+27714247268;15 07 2025 21:51;34;1;24;MBs;24;MBs;3,36
+27712385865;18 07 2025 19:35;14;5;139;seconds;139;seconds;5,56
+27775448067;18 07 2025 23:36;35;9;101;SMSs;101;SMSs;65,65
+27734011187;16 07 2025 15:07;12;1;85;MBs;85;MBs;7,65
+27780348072;17 07 2025 03:12;33;5;79;seconds;79;seconds;3,16
+27790681902;14 07 2025 23:25;11;8;130;seconds;130;seconds;16,9
+27790250774;19 07 2025 01:46;1;5;257;seconds;257;seconds;5,14
+27772909252;18 07 2025 19:54;11;5;7;seconds;7;seconds;0,28
+27739579306;16 07 2025 07:07;29;1;102;MBs;102;MBs;16,32
+27723956054;18 07 2025 02:57;5;6;201;SMSs;201;SMSs;124,62
+27795825108;18 07 2025 02:13;33;5;130;seconds;130;seconds;3,9
+27710816964;17 07 2025 21:30;7;9;40;SMSs;40;SMSs;27,6
+27779961344;16 07 2025 00:24;14;5;121;seconds;121;seconds;6,05
+27738312041;19 07 2025 11:58;20;6;86;SMSs;86;SMSs;52,46
+27714247268;17 07 2025 01:43;34;8;158;seconds;158;seconds;28,44
+27775270396;14 07 2025 04:53;14;1;230;MBs;230;MBs;25,3
+27702796440;19 07 2025 18:01;22;2;1;MBs;1;MBs;0,28
+27795885602;19 07 2025 05:14;31;1;116;MBs;116;MBs;16,24
+27748023717;16 07 2025 04:36;30;5;72;seconds;72;seconds;2,16
+27734401930;16 07 2025 09:55;9;1;32;MBs;32;MBs;3,52
+27732183258;16 07 2025 03:22;11;1;137;MBs;137;MBs;21,92
+27734810654;17 07 2025 11:27;11;1;131;MBs;131;MBs;13,1
+27789810620;16 07 2025 15:17;10;8;264;seconds;264;seconds;36,96
+27771477596;14 07 2025 22:26;11;5;33;seconds;33;seconds;0,99
+27790328958;19 07 2025 15:51;11;5;82;seconds;82;seconds;4,1
+27730744349;17 07 2025 18:51;33;5;67;seconds;67;seconds;2,01
+27793605906;18 07 2025 00:16;19;1;23;MBs;23;MBs;4,14
+27722330476;16 07 2025 13:04;17;1;63;MBs;63;MBs;11,97
+27779961344;19 07 2025 04:58;12;3;300;seconds;5;minutes;5,4
+27786740905;19 07 2025 22:17;35;3;42;seconds;1;minutes;0,96
+27719961318;16 07 2025 22:48;10;1;79;MBs;79;MBs;8,69
+27718136627;14 07 2025 19:40;8;5;103;seconds;103;seconds;5,15
+27753154430;14 07 2025 05:51;14;1;39;MBs;39;MBs;4,68
+27781238778;19 07 2025 23:35;4;8;237;seconds;237;seconds;47,4
+27790022877;15 07 2025 03:32;17;9;257;SMSs;257;SMSs;159,34
+27719729993;18 07 2025 15:16;17;5;40;seconds;40;seconds;1,2
+27786740905;16 07 2025 01:07;12;4;88;seconds;2;minutes;1,16
+27770950073;14 07 2025 09:10;11;5;144;seconds;144;seconds;5,76
+27753445274;15 07 2025 05:52;10;1;292;MBs;292;MBs;58,4
+27701525711;14 07 2025 21:17;7;5;12;seconds;12;seconds;0,48
+27740837531;15 07 2025 05:40;19;8;104;seconds;104;seconds;17,68
+27786671547;16 07 2025 04:48;33;3;104;seconds;2;minutes;1,88
+27719118275;19 07 2025 20:53;10;7;279;seconds;5;minutes;5,35
+27778478997;19 07 2025 14:11;8;3;138;seconds;3;minutes;4,35
+27759277187;17 07 2025 04:59;16;5;57;seconds;57;seconds;2,28
+27795728959;19 07 2025 00:17;11;5;250;seconds;250;seconds;12,5
+27707347477;15 07 2025 10:20;2;1;60;MBs;60;MBs;10,8
+27755709632;16 07 2025 06:14;18;1;151;MBs;151;MBs;24,16
+27761389488;18 07 2025 20:51;35;1;160;MBs;160;MBs;22,4
+27734512854;18 07 2025 01:59;1;8;135;seconds;135;seconds;16,2
+27730210420;17 07 2025 03:25;11;7;280;seconds;5;minutes;3,6
+27756114668;18 07 2025 00:43;1;4;200;seconds;4;minutes;2,84
+27785690836;17 07 2025 15:12;10;3;127;seconds;3;minutes;4,23
+27767843485;18 07 2025 16:28;28;7;208;seconds;4;minutes;3,32
+27775270396;18 07 2025 16:05;27;1;258;MBs;258;MBs;33,54
+27708030287;16 07 2025 22:05;19;1;197;MBs;197;MBs;23,64
+27705752990;17 07 2025 12:43;19;5;13;seconds;13;seconds;0,52
+27798844055;14 07 2025 06:17;15;5;150;seconds;150;seconds;3
+27716126226;14 07 2025 18:59;21;1;281;MBs;281;MBs;53,39
+27782940238;15 07 2025 10:30;27;5;213;seconds;213;seconds;10,65
+27740715738;14 07 2025 04:04;11;1;34;MBs;34;MBs;6,12
+27790022877;14 07 2025 10:43;17;3;67;seconds;2;minutes;1,98
+27746332321;17 07 2025 02:56;10;8;254;seconds;254;seconds;48,26
+27759967153;19 07 2025 08:57;10;1;109;MBs;109;MBs;21,8
+27745858892;16 07 2025 05:38;29;8;272;seconds;272;seconds;35,36
+27792936129;14 07 2025 15:22;20;5;249;seconds;249;seconds;4,98
+27771192228;17 07 2025 19:44;21;1;199;MBs;199;MBs;33,83
+27706374564;15 07 2025 01:49;18;1;259;MBs;259;MBs;33,67
+27709138730;16 07 2025 22:07;16;4;35;seconds;1;minutes;0,87
+27702983213;14 07 2025 19:51;11;4;259;seconds;5;minutes;4,1
+27759434978;16 07 2025 04:24;16;8;40;seconds;40;seconds;6
+27787961134;17 07 2025 08:36;33;7;244;seconds;5;minutes;5,9
+27715586306;17 07 2025 22:31;33;8;262;seconds;262;seconds;47,16
+27763355406;14 07 2025 20:54;34;1;244;MBs;244;MBs;34,16
+27734011187;16 07 2025 07:10;12;9;7;SMSs;7;SMSs;4,9
+27779152086;14 07 2025 03:16;7;7;162;seconds;3;minutes;3,39
+27746332321;16 07 2025 06:55;10;8;221;seconds;221;seconds;28,73
+27795728959;17 07 2025 19:18;11;1;10;MBs;10;MBs;1,6
+27712488797;15 07 2025 14:12;17;5;127;seconds;127;seconds;6,35
+27791549028;15 07 2025 07:01;11;5;51;seconds;51;seconds;1,53
+27739163904;15 07 2025 04:08;19;1;128;MBs;128;MBs;15,36
+27707033903;18 07 2025 15:29;8;8;139;seconds;139;seconds;23,63
+27729675831;18 07 2025 08:32;18;8;203;seconds;203;seconds;26,39
+27755709632;16 07 2025 08:27;17;5;49;seconds;49;seconds;0,98
+27726606265;19 07 2025 03:49;7;1;157;MBs;157;MBs;14,13
+27776874455;19 07 2025 14:12;14;5;79;seconds;79;seconds;1,58
+27767399287;16 07 2025 19:34;18;7;224;seconds;4;minutes;4,4
+27762338119;19 07 2025 08:28;19;4;87;seconds;2;minutes;1,12
+27728547628;14 07 2025 07:11;16;6;43;SMSs;43;SMSs;27,52
+27715586306;17 07 2025 20:58;33;1;129;MBs;129;MBs;15,48
+27787961134;18 07 2025 09:11;33;8;103;seconds;103;seconds;16,48
+27769652162;14 07 2025 04:36;33;8;299;seconds;299;seconds;59,8
+27767973262;16 07 2025 20:21;10;8;111;seconds;111;seconds;16,65
+27759967153;14 07 2025 22:21;14;8;27;seconds;27;seconds;3,51
+27767843485;19 07 2025 23:07;28;1;125;MBs;125;MBs;18,75
+27746721111;14 07 2025 12:19;9;5;168;seconds;168;seconds;5,04
+27741797104;17 07 2025 12:02;19;9;196;SMSs;196;SMSs;139,16
+27791653270;17 07 2025 10:50;23;8;64;seconds;64;seconds;12,16
+27717601695;14 07 2025 14:36;14;1;10;MBs;10;MBs;0,8
+27738285947;19 07 2025 04:19;10;5;19;seconds;19;seconds;0,95
+27725138892;17 07 2025 09:17;19;9;230;SMSs;230;SMSs;174,8
+27758901102;18 07 2025 18:49;11;8;194;seconds;194;seconds;32,98
+27766591547;19 07 2025 07:16;19;8;280;seconds;280;seconds;39,2
+27747009358;17 07 2025 13:00;33;5;24;seconds;24;seconds;0,96
+27724545371;14 07 2025 04:49;2;9;234;SMSs;234;SMSs;156,78
+27761389488;15 07 2025 22:38;35;1;126;MBs;126;MBs;15,12
+27775640687;19 07 2025 09:47;2;8;219;seconds;219;seconds;24,09
+27711572067;18 07 2025 17:49;30;1;121;MBs;121;MBs;10,89
+27775957924;16 07 2025 21:57;10;5;264;seconds;264;seconds;13,2
+27706347171;17 07 2025 00:13;8;1;142;MBs;142;MBs;14,2
+27709798813;19 07 2025 03:08;4;5;50;seconds;50;seconds;1,5
+27782499920;14 07 2025 13:15;10;8;57;seconds;57;seconds;6,84
+27744146237;15 07 2025 08:42;21;8;185;seconds;185;seconds;33,3
+27763379489;15 07 2025 19:03;14;1;12;MBs;12;MBs;1,56
+27767973262;15 07 2025 22:42;25;5;115;seconds;115;seconds;4,6
+27751166645;17 07 2025 18:45;34;4;68;seconds;2;minutes;1,12
+27759277187;15 07 2025 20:00;10;3;238;seconds;4;minutes;2,4
+27719961318;16 07 2025 20:33;29;5;93;seconds;93;seconds;3,72
+27758098548;14 07 2025 14:22;27;5;232;seconds;232;seconds;11,6
+27749951541;15 07 2025 11:14;23;1;140;MBs;140;MBs;15,4
+27770953276;15 07 2025 10:47;18;1;11;MBs;11;MBs;1,54
+27777008770;17 07 2025 06:39;9;1;173;MBs;173;MBs;25,95
+27730210420;14 07 2025 22:15;11;1;91;MBs;91;MBs;12,74
+27729619869;15 07 2025 14:14;19;1;202;MBs;202;MBs;30,3
+27718983643;16 07 2025 12:56;11;1;4;MBs;4;MBs;0,56
+27776715116;17 07 2025 02:32;1;5;224;seconds;224;seconds;6,72
+27712305098;16 07 2025 18:52;5;1;273;MBs;273;MBs;43,68
+27795199855;15 07 2025 23:26;19;7;133;seconds;3;minutes;3,57
+27739579306;16 07 2025 09:54;16;5;134;seconds;134;seconds;5,36
+27729675831;14 07 2025 06:25;25;1;298;MBs;298;MBs;32,78
+27799933613;16 07 2025 17:38;8;7;173;seconds;3;minutes;3,09
+27734512854;18 07 2025 02:50;1;1;281;MBs;281;MBs;28,1
+27740348711;14 07 2025 17:40;19;8;124;seconds;124;seconds;14,88
+27793605906;17 07 2025 21:01;30;5;128;seconds;128;seconds;6,4
+27769652162;16 07 2025 15:15;35;4;53;seconds;1;minutes;0,58
+27749852120;19 07 2025 18:06;7;1;22;MBs;22;MBs;3,96
+27722745553;19 07 2025 02:47;3;5;287;seconds;287;seconds;8,61
+27780470523;19 07 2025 01:24;22;3;133;seconds;3;minutes;4,44
+27730744349;19 07 2025 20:29;33;5;10;seconds;10;seconds;0,3
+27703678152;19 07 2025 02:59;20;1;197;MBs;197;MBs;33,49
+27744036820;15 07 2025 11:23;28;2;70;MBs;70;MBs;15,4
+27702983213;14 07 2025 20:23;11;5;56;seconds;56;seconds;2,24
+27781311807;19 07 2025 21:46;11;8;76;seconds;76;seconds;14,44
+27739493210;15 07 2025 04:45;33;5;128;seconds;128;seconds;6,4
+27758744842;17 07 2025 12:39;35;1;168;MBs;168;MBs;30,24
+27799933613;19 07 2025 04:21;8;5;146;seconds;146;seconds;5,84
+27734762586;17 07 2025 03:53;15;3;122;seconds;3;minutes;4,05
+27740027276;14 07 2025 12:07;12;1;227;MBs;227;MBs;24,97
+27740407777;19 07 2025 04:48;16;1;89;MBs;89;MBs;9,79
